Year,MID_LATITUDE,SEX,LENGTH,CLUTCH_SIZE
1983,57.17809,2,100,6
1983,57.17809,2,122,1
1983,57.17809,2,104,1
1983,57.17809,2,127,1
1983,57.17809,2,127,1
1983,57.17809,2,130,6
1983,57.17809,2,122,6
1983,57.17809,2,125,1
1983,57.17809,2,127,1
1983,57.33467,2,104,1
1983,57.33467,2,121,6
1983,57.33467,2,116,6
1983,57.33467,2,104,1
1983,57.33467,2,126,5
1983,57.33467,2,116,6
1983,57.49617,2,100,6
1983,57.49617,2,124,6
1983,57.49617,2,85,0
1983,58.667,2,108,6
1983,57.6665,2,128,1
1983,57.6665,2,125,1
1983,58.32975,2,135,5
1984,57.49783,2,14,0
1984,57.49783,2,105,6
1984,57.49783,2,20,0
1984,57.33017,2,16,0
1984,57.33017,2,17,0
1984,57.33017,2,11,0
1984,56.817,2,124,6
1984,56.817,2,130,1
1984,56.817,2,126,1
1984,56.817,2,132,1
1984,56.817,2,118,1
1984,56.817,2,125,6
1984,56.817,2,129,1
1984,56.817,2,134,1
1984,56.817,2,114,6
1984,56.817,2,126,1
1984,56.99325,2,122,1
1984,56.99325,2,116,1
1984,56.99325,2,23,0
1984,56.99325,2,129,6
1984,56.99325,2,108,1
1984,56.99325,2,116,1
1984,56.99325,2,122,1
1984,56.99325,2,129,1
1984,56.99325,2,17,0
1984,56.99325,2,121,1
1984,56.99325,2,120,1
1984,56.99325,2,115,1
1984,56.99325,2,18,0
1984,56.99325,2,22,0
1984,56.99325,2,111,1
1984,56.99325,2,114,1
1984,56.99325,2,122,1
1984,56.99325,2,118,1
1984,56.99325,2,124,1
1984,56.99325,2,20,0
1984,56.99325,2,20,0
1984,56.99325,2,123,1
1984,56.99325,2,117,1
1984,56.99325,2,16,0
1984,56.99325,2,124,1
1984,56.99325,2,128,1
1984,56.99325,2,118,1
1984,56.99325,2,130,1
1984,56.99325,2,108,1
1984,56.99325,2,113,1
1984,56.99325,2,126,1
1984,56.99325,2,114,1
1984,56.99325,2,111,1
1984,56.99325,2,108,1
1984,56.99325,2,119,1
1984,56.99325,2,123,1
1984,56.99325,2,121,1
1984,56.99325,2,120,1
1984,56.99325,2,133,1
1984,56.99325,2,14,0
1984,56.99325,2,20,0
1984,56.99325,2,125,1
1984,57.162,2,108,6
1984,57.162,2,120,1
1984,57.162,2,110,6
1984,57.162,2,112,1
1984,57.162,2,133,1
1984,57.162,2,127,1
1984,57.162,2,119,6
1984,57.162,2,7,0
1984,57.162,2,116,1
1984,57.162,2,121,6
1984,57.162,2,129,1
1984,57.162,2,120,6
1984,57.162,2,135,1
1984,57.162,2,112,6
1984,57.162,2,108,6
1984,57.162,2,132,1
1984,57.162,2,135,1
1984,57.162,2,110,6
1984,57.162,2,129,1
1984,57.162,2,130,6
1984,57.162,2,128,5
1984,57.33783,2,135,6
1984,57.33783,2,100,3
1984,57.33783,2,98,6
1984,57.33783,2,111,1
1984,57.33783,2,106,5
1984,57.33783,2,96,6
1984,57.33783,2,124,6
1984,57.33783,2,88,0
1984,57.33783,2,111,6
1984,57.33783,2,116,6
1984,57.33783,2,117,1
1984,57.33783,2,121,1
1984,57.50584,2,120,6
1984,57.66425,2,136,6
1975,56.66667,2,117,6
1975,56.66667,2,124,6
1975,56.66667,2,112,9
1975,56.66667,2,132,1
1975,56.66667,2,126,1
1975,56.66667,2,113,1
1975,56.66667,2,94,1
1975,56.66667,2,118,1
1975,56.66667,2,105,6
1975,56.66667,2,124,1
1975,56.66667,2,111,1
1975,56.66667,2,118,1
1975,56.66667,2,113,1
1975,56.66667,2,132,1
1975,56.66667,2,103,1
1975,56.66667,2,113,1
1975,56.66667,2,118,1
1975,56.66667,2,107,6
1975,56.66667,2,118,6
1975,56.66667,2,110,1
1975,56.66667,2,117,1
1975,56.66667,2,113,6
1975,56.66667,2,102,1
1975,56.66667,2,110,1
1975,56.66667,2,112,1
1975,56.66667,2,110,1
1975,56.66667,2,120,1
1975,56.66667,2,120,1
1975,56.66667,2,135,1
1975,56.66667,2,121,1
1975,56.66667,2,117,1
1975,56.66667,2,103,1
1975,56.66667,2,124,1
1975,56.66667,2,116,6
1975,56.66667,2,127,6
1975,56.66667,2,126,6
1975,56.66667,2,112,1
1975,56.66667,2,108,6
1975,56.66667,2,119,1
1975,56.66667,2,108,6
1975,56.66667,2,122,1
1975,56.66667,2,110,1
1975,56.66667,2,120,1
1975,56.66667,2,122,1
1975,56.66667,2,115,6
1975,56.66667,2,110,1
1975,56.66667,2,123,1
1975,56.66667,2,122,6
1975,56.66667,2,137,1
1975,56.66667,2,110,1
1975,56.66667,2,122,1
1975,56.66667,2,105,6
1975,56.66667,2,103,1
1975,56.66667,2,110,1
1975,56.66667,2,107,1
1975,56.66667,2,108,1
1975,56.66667,2,103,1
1975,56.66667,2,107,4
1975,57,2,125,1
1975,57,2,117,6
1975,57,2,118,6
1975,57,2,134,1
1975,57,2,121,1
1975,57,2,119,1
1975,57,2,112,6
1975,57,2,125,1
1975,57,2,126,1
1975,57,2,130,6
1975,57,2,133,6
1975,57,2,109,1
1975,57,2,126,1
1975,57,2,102,6
1975,57,2,109,6
1975,57,2,117,6
1975,57,2,118,1
1975,57,2,117,6
1975,57,2,141,1
1975,57,2,93,1
1975,57,2,102,6
1975,57,2,105,6
1975,57,2,94,4
1975,57,2,98,6
1975,57,2,108,6
1975,57,2,109,6
1975,57,2,123,1
1975,57,2,132,1
1975,57,2,121,1
1975,57,2,117,1
1975,57,2,126,1
1975,57,2,139,6
1975,57,2,109,6
1975,57,2,101,2
1975,57,2,103,6
1975,57,2,124,6
1975,57,2,106,6
1975,57,2,102,1
1975,57,2,103,6
1975,57,2,138,1
1975,57,2,107,6
1975,57,2,88,6
1975,57,2,132,6
1975,57,2,103,6
1975,57,2,133,1
1975,57,2,132,1
1975,57,2,116,6
1975,57,2,123,1
1975,57,2,102,1
1975,57,2,135,1
1975,57,2,103,6
1975,57,2,131,1
1975,57,2,113,2
1975,57,2,132,6
1975,57,2,105,6
1975,57,2,101,6
1975,57,2,139,1
1975,57,2,132,1
1975,57,2,110,6
1975,57,2,131,6
1975,57,2,113,1
1975,57,2,100,6
1975,57,2,118,6
1975,57,2,120,6
1975,57,2,120,1
1975,57,2,131,6
1975,57,2,140,2
1975,57,2,127,1
1975,57,2,108,6
1975,57,2,128,6
1975,57,2,110,6
1975,57,2,116,1
1975,57,2,110,6
1975,57,2,122,6
1975,57,2,99,1
1975,57,2,131,6
1975,57,2,126,1
1975,57,2,139,6
1975,57,2,118,6
1975,57,2,100,1
1975,57,2,125,1
1975,57,2,135,1
1975,57,2,134,1
1975,57,2,125,1
1975,57,2,109,6
1975,57,2,101,6
1975,57,2,112,6
1975,57,2,122,4
1975,57,2,130,1
1975,57,2,133,1
1975,57,2,135,1
1975,57,2,107,6
1975,57,2,131,6
1975,57,2,112,6
1975,57,2,138,1
1975,57,2,116,6
1975,57,2,125,1
1975,57,2,146,1
1975,57,2,116,6
1975,57.03333,2,96,1
1975,57.03333,2,100,6
1975,57.03333,2,91,1
1975,57.03333,2,88,1
1975,57.03333,2,999,1
1975,57.03333,2,99,1
1975,57.03333,2,107,4
1975,57.03333,2,116,6
1975,57.03333,2,94,1
1975,57.03333,2,94,1
1975,57.03333,2,109,6
1975,57.03333,2,94,1
1975,57.03333,2,93,1
1975,57.03333,2,103,1
1975,57.03333,2,87,1
1975,57.03333,2,102,1
1975,57.03333,2,105,1
1975,57.03333,2,97,1
1975,57.03333,2,91,1
1975,57.03333,2,102,1
1975,57.03333,2,97,1
1975,57.03333,2,91,1
1975,57.03333,2,104,6
1975,57.03333,2,109,1
1975,57.03333,2,87,1
1975,57.03333,2,96,1
1975,57.03333,2,92,1
1975,57.03333,2,101,6
1975,57.03333,2,101,1
1975,57.03333,2,88,1
1975,57.03333,2,93,1
1975,57.03333,2,111,6
1975,57.03333,2,101,1
1975,57.03333,2,106,1
1975,57.03333,2,90,1
1975,57.03333,2,109,6
1975,57.03333,2,90,1
1975,57.03333,2,86,1
1975,57.03333,2,66,1
1975,57.03333,2,96,1
1975,57.03333,2,90,1
1975,57.03333,2,83,1
1975,57.03333,2,87,1
1975,57.03333,2,102,1
1975,57.03333,2,93,1
1975,57.03333,2,84,1
1975,57.03333,2,99,1
1975,57.03333,2,94,1
1975,57.03333,2,98,1
1975,57.03333,2,91,1
1975,57.03333,2,93,1
1975,57.03333,2,93,1
1975,57.03333,2,93,1
1975,57.03333,2,999,1
1975,57.03333,2,96,1
1975,57.03333,2,85,1
1975,57.03333,2,93,1
1975,57.03333,2,97,1
1975,57.03333,2,96,1
1975,57.03333,2,88,1
1975,57.03333,2,104,1
1975,57.03333,2,107,1
1975,57.03333,2,87,1
1975,57.03333,2,98,1
1975,57.03333,2,94,1
1975,57.03333,2,91,1
1975,57.03333,2,93,1
1975,57.03333,2,100,1
1975,57.03333,2,104,1
1975,57.03333,2,95,1
1975,57.03333,2,92,1
1975,57.03333,2,104,4
1975,57.03333,2,91,1
1975,57.03333,2,124,6
1975,57.03333,2,91,1
1975,57.03333,2,88,1
1975,57.03333,2,104,1
1975,57.03333,2,106,1
1975,57.03333,2,90,1
1975,57.03333,2,93,1
1975,57.03333,2,91,1
1975,57.66667,2,96,6
1975,57.35,2,98,6
1975,57.35,2,102,9
1975,57.3,2,125,6
1975,57.3,2,118,1
1975,57.3,2,113,1
1975,57.3,2,96,1
1975,57.3,2,94,1
1975,57.3,2,103,1
1975,57.3,2,93,6
1975,57.3,2,107,1
1975,57.3,2,120,1
1975,57.3,2,109,1
1975,57.3,2,113,6
1975,57.3,2,96,1
1975,57.3,2,92,1
1975,57.3,2,113,6
1975,57.3,2,999,1
1975,57.3,2,101,1
1975,57.3,2,94,1
1975,57.3,2,126,1
1975,57.3,2,86,1
1975,57.3,2,88,1
1975,57.3,2,93,1
1975,57.3,2,105,6
1975,57.3,2,116,6
1975,57,2,100,1
1976,56.66667,2,96,0
1976,56.66667,2,99,0
1976,56.66667,2,95,0
1976,56.66667,2,102,0
1976,56.66667,2,96,0
1976,56.66667,2,93,0
1976,56.66667,2,95,0
1976,56.66667,2,93,0
1976,56.66667,2,99,0
1976,56.66667,2,100,0
1976,56.66667,2,96,0
1976,56.66667,2,101,0
1976,56.66667,2,92,0
1976,56.66667,2,96,0
1976,56.66667,2,93,0
1976,56.66667,2,101,0
1976,56.66667,2,100,0
1976,56.66667,2,107,0
1976,56.66667,2,93,0
1976,56.66667,2,107,0
1976,56.66667,2,113,6
1976,56.66667,2,132,5
1976,56.66667,2,106,0
1976,56.66667,2,94,0
1976,56.66667,2,98,0
1976,56.66667,2,97,0
1976,56.66667,2,105,0
1976,56.66667,2,98,0
1976,56.66667,2,102,0
1976,56.66667,2,94,0
1976,56.66667,2,91,0
1976,56.66667,2,93,0
1976,56.66667,2,93,0
1976,56.66667,2,92,0
1976,56.66667,2,104,0
1976,56.66667,2,100,0
1976,56.66667,2,96,0
1976,56.66667,2,96,0
1976,56.66667,2,99,0
